queue_type,cpid,resolver_record_id,reason,severity,recommended_action,source_file
cpid_review,CPID-UNIT-1402a17914801b0f,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-07e474363eb6209c,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-def6150cb6336863,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-2f1f29369834fe58,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-09cb24db9a9d7393,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-2aa00e52377f6316,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-717ca0657c39f367,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-46fa28fb50463da1,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-cf27dd4cdca0a292,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-e33b0a2518d1d723,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-9094848a247bd5a6,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-0a5c9a1f3705545e,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-5a67f89c5cdf2fcf,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-298f1b20a665cc4a,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-0de986eda08f4d08,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-e3e3277e6fa7803d,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-98ef53d610fe3a38,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-9d40f230191272d4,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-100f6c68640ddad7,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-ec34b6f4eeb296e2,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-e19fe6b668615c61,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-1fb46395ff64ed4f,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-7c4530049ae3c93c,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-365364a84d498439,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-6501b1fd9bf94af9,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-7dc61758da53c21e,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-603d5216ee8c3d59,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-bb25db5976a97e4b,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-cdaf44cea749793d,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-cdb61f6741c875e8,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-1ac2b60b94b0f0eb,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-7f211da3a4b5f30b,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-894e682028788857,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-e970cf5dfe8d6796,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-1f0cd29fb677b90b,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-4790a5672fccb59d,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-a2b1facc73a39bd8,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-e70ae0f81d6c3a89,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-33133520a0e558f4,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-9b37fb1ad1be9976,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-f6ad5d816453e62d,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-1e3fdc49dc60a605,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-6690e0f37e4b2e2d,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-afb7ed4ca25e62f1,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-54112085f1089955,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-4b4dfe793c1d8a14,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-ef3056fe60ed024e,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-c1d95c7b01d0d23e,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-f99e684d0b8eeb39,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-91886540a5b08abc,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-e30644753776aa5b,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-c2f3fcbc102f4a4a,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-35806aa2f3c17438,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-HASH-236b107721ca3243,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__3014__ac9a52ed89.xlsx
cpid_review,CPID-HASH-3e53e23017bd0f81,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__3014__ccd1445561.xlsx
cpid_review,CPID-HASH-492c774908bad15c,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__3014__6ea2d12d01.xlsx
cpid_review,CPID-HASH-8d7a927eef7a3796,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,KnowledgeBase_Master_Catalog.csv
cpid_review,CPID-HASH-9fb60d1017b545f6,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__3014__39097fe6b2.xlsx
cpid_review,CPID-HASH-a21233e35abd8951,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__3014__69038f24c0.xlsx
cpid_review,CPID-HASH-a775dbb39eaadeb4,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__3014__abd925a1c4.xlsx
cpid_review,CPID-UNIT-4d73c11746b0ec98,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-b4bb322441f606b1,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-HASH-e7e1c7d4b1f58890,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-135f18f15bb88101,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-5fe6f660c9d133f0,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-UNIT-88661b9dcff50a6a,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Scorpion_Inventory_GDrive_2026-07-07.xlsx
cpid_review,CPID-HASH-14a98d55c7a369c7,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,796ebc88-9ecb-4559-87a1-e237fd01229f.xlsx
cpid_review,CPID-HASH-b9a8ad1432ae7299,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,brand-assets-files.txt
quarantine_review,CPID-HASH-b9a8ad1432ae7299,,polluted_property_number;no_resolver_signal,medium,validate polluted or noisy source row before reuse,brand-assets-files.txt
cpid_review,CPID-HASH-edee1f0134bbe05c,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__REPORTAGE HEIGHTS 1 - B__68cb7f0e5e.xlsx
quarantine_review,CPID-HASH-edee1f0134bbe05c,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__REPORTAGE HEIGHTS 1 - B__68cb7f0e5e.xlsx
cpid_review,CPID-LAND-p038,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Data_Uae_Pak_Last__Property`s Type__4dd7ad70cb.xlsx
cpid_review,CPID-PLOT-100,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Data_Uae_Pak_Last__Area sqft__0256c24bc1.xlsx
cpid_review,CPID-PLOT-581,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Tiger Sky Tower-3902TigerContract document.pdf
cpid_review,CPID-HASH-31ad1d0de9fbcc64,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__DUBAI HILLS AVAILABILITY__902f581911.xlsx
quarantine_review,CPID-HASH-31ad1d0de9fbcc64,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__DUBAI HILLS AVAILABILITY__902f581911.xlsx
cpid_review,CPID-HASH-4518921d16d95da1,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__DUBAI HILLS AVAILABILITY__90b740e669.xlsx
quarantine_review,CPID-HASH-4518921d16d95da1,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__DUBAI HILLS AVAILABILITY__90b740e669.xlsx
cpid_review,CPID-HASH-580d0486a182d0a5,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__DUBAI HILLS AVAILABILITY__042e594ad2.xlsx
quarantine_review,CPID-HASH-580d0486a182d0a5,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__DUBAI HILLS AVAILABILITY__042e594ad2.xlsx
cpid_review,CPID-HASH-6395444149f6ecbf,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__ffd5c26e-49da-4c91-b603-c0b42a2332e4__7bb0933451.xlsx
quarantine_review,CPID-HASH-6395444149f6ecbf,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__ffd5c26e-49da-4c91-b603-c0b42a2332e4__7bb0933451.xlsx
cpid_review,CPID-HASH-a1d806017ae5aa78,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__DUBAI HILLS AVAILABILITY__da8db8e57d.xlsx
quarantine_review,CPID-HASH-a1d806017ae5aa78,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__DUBAI HILLS AVAILABILITY__da8db8e57d.xlsx
cpid_review,CPID-HASH-ccd95e366cf71015,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__DUBAI HILLS AVAILABILITY__d160d26d64.xlsx
quarantine_review,CPID-HASH-ccd95e366cf71015,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__DUBAI HILLS AVAILABILITY__d160d26d64.xlsx
cpid_review,CPID-HASH-d2a88a01f39a274d,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Reportage_Inventory__DUBAI HILLS AVAILABILITY__7f03fbbd4c.xlsx
quarantine_review,CPID-HASH-d2a88a01f39a274d,,no_resolver_signal,medium,validate polluted or noisy source row before reuse,Reportage_Inventory__DUBAI HILLS AVAILABILITY__7f03fbbd4c.xlsx
cpid_review,CPID-PROP-pjpvp018,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,Palm_Jumeirah_Nakheel_Submission_Package_RevB_fixed.pdf
quarantine_review,CPID-PROP-pjpvp018,,polluted_property_number,medium,validate polluted or noisy source row before reuse,Palm_Jumeirah_Nakheel_Submission_Package_RevB_fixed.pdf
cpid_review,CPID-LAND-120,,missing_bridge_or_structural_confirmation,medium,collect broker reference or property/permit/plot/unit bridge,6f1e3efe-637f-455e-9cc5-0d642d2242f3.xlsx
unresolved_resolver_record,,,identifier present but no matching complete record in extracted set,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",Palm_Jumeirah_Nakheel_Submission_Package_RevB_fixed.pdf
unresolved_resolver_record,,,identifier present but no matching complete record in extracted set,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",Contract F - Plot 18- Palm Crown - New (1).pdf
unresolved_resolver_record,,,near-duplicate signature rows detected,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",Contract F - Plot 18- Palm Crown - New (1).pdf
unresolved_resolver_record,,,identifier present but no matching complete record in extracted set,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",Tiger Sky Tower-3902TigerContract document.pdf
unresolved_resolver_record,,,identifier present but no matching complete record in extracted set,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",cpalmd (1).pdf
unresolved_resolver_record,,,identifier present but no matching complete record in extracted set,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",Palm_Jumeirah_Nakheel_updated.pdf
unresolved_resolver_record,,,near-duplicate signature rows detected,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",Plot-18_PJ-P-VP-018_REV-01_FINAL_Nakheel_Submission.pdf
unresolved_resolver_record,,,identifier present but no matching complete record in extracted set,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",Palm_Jumeirah_Nakheel_Submission_Package_RevB_final.pdf
unresolved_resolver_record,,,near-duplicate signature rows detected,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",extracted_text.txt
unresolved_resolver_record,,,near-duplicate signature rows detected,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",rev01_text.txt
unresolved_resolver_record,,,identifier present but no matching complete record in extracted set,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",KnowledgeBase_Master_Catalog.csv
unresolved_resolver_record,,,identifier present but no matching complete record in extracted set,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",Data_Uae_Pak_Last__Property`s Type__4dd7ad70cb.xlsx
unresolved_resolver_record,,,identifier present but no matching complete record in extracted set,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",Data_Uae_Pak_Last__Area sqft__0256c24bc1.xlsx
unresolved_resolver_record,,,identifier present but no matching complete record in extracted set,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",Reportage_Inventory__3014__69038f24c0.xlsx
unresolved_resolver_record,,,identifier present but no matching complete record in extracted set,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",Reportage_Inventory__3014__ac9a52ed89.xlsx
unresolved_resolver_record,,,identifier present but no matching complete record in extracted set,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",Reportage_Inventory__3014__39097fe6b2.xlsx
unresolved_resolver_record,,,identifier present but no matching complete record in extracted set,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",Reportage_Inventory__3014__abd925a1c4.xlsx
unresolved_resolver_record,,,identifier present but no matching complete record in extracted set,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",Reportage_Inventory__3014__6ea2d12d01.xlsx
unresolved_resolver_record,,,identifier present but no matching complete record in extracted set,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",Reportage_Inventory__3014__ccd1445561.xlsx
unresolved_resolver_record,,,identifier present but no matching complete record in extracted set,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",Nakheel_Approval_QA_Report.pdf
unresolved_resolver_record,,,identifier present but no matching complete record in extracted set,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",brand-assets-files.txt
unresolved_resolver_record,,,identifier present but no matching complete record in extracted set,medium,"exact id match against complete records, then size/bedroom fuzzy fallback",6f1e3efe-637f-455e-9cc5-0d642d2242f3.xlsx
unresolved_resolver_record,,,owner/contact-only signals with missing unit/building,medium,"complete against matching identifier + source file/project records only, keep contact fields restricted",Reportage_Inventory__Monte Napoleone MNGT Units__274dd0842b.xlsx
unresolved_resolver_record,,,owner/contact-only signals with missing unit/building,medium,"complete against matching identifier + source file/project records only, keep contact fields restricted",Reportage_Inventory__Monte Napoleone MNGT Units__72c00ef10b.xlsx
unresolved_resolver_record,,,owner/contact-only signals with missing unit/building,medium,"complete against matching identifier + source file/project records only, keep contact fields restricted",Reportage_Inventory__Monte Napoleone MNGT Units__7850b32b27.xlsx
unresolved_resolver_record,,,owner/contact-only signals with missing unit/building,medium,"complete against matching identifier + source file/project records only, keep contact fields restricted",Reportage_Inventory__Monte Napoleone MNGT Units__d46f8387c9.xlsx
unresolved_resolver_record,,,owner/contact-only signals with missing unit/building,medium,"complete against matching identifier + source file/project records only, keep contact fields restricted",Reportage_Inventory__Monte Napoleone MNGT Units__f40c97c1dc.xlsx
unresolved_resolver_record,,,owner/contact-only signals with missing unit/building,medium,"complete against matching identifier + source file/project records only, keep contact fields restricted","Reportage_Inventory__REPORTAGE RESIDENCES (Lahore, Pakistan)__14752b3dd3.xlsx"
unresolved_resolver_record,,,owner/contact-only signals with missing unit/building,medium,"complete against matching identifier + source file/project records only, keep contact fields restricted","Reportage_Inventory__REPORTAGE RESIDENCES (Lahore, Pakistan)__253edbf7f5.xlsx"
unresolved_resolver_record,,,owner/contact-only signals with missing unit/building,medium,"complete against matching identifier + source file/project records only, keep contact fields restricted","Reportage_Inventory__REPORTAGE RESIDENCES (Lahore, Pakistan)__42b186a499.xlsx"
unresolved_resolver_record,,,owner/contact-only signals with missing unit/building,medium,"complete against matching identifier + source file/project records only, keep contact fields restricted","Reportage_Inventory__REPORTAGE RESIDENCES (Lahore, Pakistan)__cad2d349e7.xlsx"
unresolved_resolver_record,,,owner/contact-only signals with missing unit/building,medium,"complete against matching identifier + source file/project records only, keep contact fields restricted",Reportage_Inventory__REPORTAGE RESIDENCES Lahore Pakistan__0b8e327b3f.xlsx
unresolved_resolver_record,,,has project/building text but unit not resolved,medium,cross record completion via same source file + project + source/ID anchors,HSHObject1__2556cb9f-0ebc-435f-b39e-31d3b5caa0ab__7f6e6a6f90.xlsx
unresolved_resolver_record,,,has project/building text but unit not resolved,medium,cross record completion via same source file + project + source/ID anchors,HSHObject1__45fcbb03-9f46-4197-8505-b9f33fd29510__77f9127278.xlsx
unresolved_resolver_record,,,has project/building text but unit not resolved,medium,cross record completion via same source file + project + source/ID anchors,HSHObject1__560cff45-bedb-4011-8704-774f0fa8b694__44fa2f752a.xlsx
unresolved_resolver_record,,,has project/building text but unit not resolved,medium,cross record completion via same source file + project + source/ID anchors,HSHObject1__796fbdde-e69f-4e78-86a9-2fd67eb95fe9__e498504c3f.xlsx
